Day,Month,Year,gglAddress,gglCountry,Type   ,Sub Type   ,TotAffected   ,DisasterID
23,9,1998,"Lome, Togo",Togo,Epidemic ,Bacterial Infectious Diseases ,3669,EmDat:1998-0342
0,0,1996,"Lome, Togo",Togo,Epidemic ,Bacterial Infectious Diseases ,,EmDat:1996-0443
0,11,1996,"Lome, Togo",Togo,Epidemic ,Bacterial Infectious Diseases ,2619,EmDat:1996-0210
0,12,1988,"Lome, Togo",Togo,Epidemic ,Bacterial Infectious Diseases ,1617,EmDat:1988-0621
0,9,2010,"Lome, Togo",Togo,Flood ,General Flood ,29550,EmDat:2010-0550
5,6,2010,"Lome, Togo",Togo,Flood ,General Flood ,82000,EmDat:2010-0255
0,7,2009,"Lome, Togo",Togo,Flood ,General Flood ,,EmDat:2009-0243
1,7,2008,"Lome, Togo",Togo,Flood ,General Flood ,44814,EmDat:2008-0291
0,8,2007,"Lome, Togo",Togo,Flood ,General flood ,141331,EmDat:2007-0438
0,6,2006,"Lome, Togo",Togo,Flood ,  ,2000,EmDat:2006-0351
15,9,1999,"Lome, Togo",Togo,Flood ,General flood ,65000,EmDat:1999-0423
0,10,1998,"Lome, Togo",Togo,Flood ,  ,30405,EmDat:1998-0409
0,8,1995,"Lome, Togo",Togo,Flood ,General flood ,60000,EmDat:1995-0494
3,7,1995,"Lome, Togo",Togo,Flood ,General flood ,125000,EmDat:1995-0174
0,10,1994,"Lome, Togo",Togo,Flood ,  ,11500,EmDat:1994-0636
15,3,1966,"Lome, Togo",Togo,Storm ,Local storm ,15,EmDat:1966-0037
8,5,2011,"Lome, Togo",Togo,Transport accident ,Water ,21,EmDat:2011-0164
1,7,2010,"Lome, Togo",Togo,Transport accident ,Road ,47,EmDat:2010-0324
9,3,2009,"Lome, Togo",Togo,Transport accident ,Road ,,EmDat:2009-0098
2,12,2007,"Lome, Togo",Togo,Transport Accident ,Road ,,EmDat:2007-0570
30,11,2007,"Lome, Togo",Togo,Transport Accident ,Road ,22,EmDat:2007-0567
5,12,1965,"Lome, Togo",Togo,Transport Accident ,Road ,300,EmDat:1965-0067
28,2,2005,Tokelau,Tokelau,Storm ,Tropical cyclone ,26,EmDat:2005-0102
0,2,1990,Tokelau,Tokelau,Storm ,Tropical cyclone ,102,EmDat:1990-0006
27,2,1987,Tokelau,Tokelau,Storm ,  ,1730,EmDat:1987-0064
29,1,1966,Tokelau,Tokelau,Storm ,Tropical cyclone ,,EmDat:1966-0022
0,12,1925,Tokelau,Tokelau,Storm ,Tropical cyclone ,,EmDat:1925-0006
0,1,1914,Tokelau,Tokelau,Storm ,Tropical cyclone ,,EmDat:1914-0001
29,9,2009,"Nuku'alofa, Tonga",Tonga,Earthquake (seismic activity) ,Tsunami ,507,EmDat:2009-0420
23,6,1977,"Nuku'alofa, Tonga",Tonga,Earthquake (seismic activity) ,Earthquake (ground shaking) ,5505,EmDat:1977-0078
25,1,2011,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,,EmDat:2011-0091
6,1,2004,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,,EmDat:2004-0004
31,12,2001,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,16500,EmDat:2001-0711
26,12,1998,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,3071,EmDat:1998-0440
7,1,1998,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,500,EmDat:1998-0051
16,3,1997,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,3000,EmDat:1997-0094
4,2,1990,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,3103,EmDat:1990-0008
30,5,1982,"Nuku'alofa, Tonga",Tonga,Storm ,  ,2,EmDat:1982-0065
3,3,1982,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,146512,EmDat:1982-0034
27,12,1977,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,10005,EmDat:1977-0143
12,4,1973,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,900,EmDat:1973-0080
16,3,1961,"Nuku'alofa, Tonga",Tonga,Storm ,Tropical cyclone ,8000,EmDat:1961-0003
6,8,2009,"Nuku'alofa, Tonga",Tonga,Transport accident ,Water ,54,EmDat:2009-0310
0,0,1946,"Nuku'alofa, Tonga",Tonga,Volcano ,Volcanic eruption ,2500,EmDat:1946-0003
0,1,2010,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Drought ,Drought ,,EmDat:2010-9077
22,4,1997,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Earthquake (seismic activity) ,Earthquake (ground shaking) ,17,EmDat:1997-0045
17,10,1996,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Flood ,  ,200,EmDat:1996-0242
5,10,1993,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Flood ,Flash flood ,10,EmDat:1993-0493
20,7,1979,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Industrial Accident ,Fire ,,EmDat:1979-0182
12,11,2004,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Mass movement wet ,Landslide ,1200,EmDat:2004-0588
20,11,1998,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Miscellaneous accident ,Fire ,200,EmDat:1998-0391
26,4,1988,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Miscellaneous accident ,Explosion ,20,EmDat:1988-0173
14,7,2005,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Storm ,Tropical cyclone ,,EmDat:2005-0382
9,9,2004,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Storm ,Tropical cyclone ,560,EmDat:2004-0462
7,7,1993,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Storm ,Tropical cyclone ,,EmDat:1993-0057
25,7,1990,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Storm ,Tropical cyclone ,1000,EmDat:1990-0044
14,8,1974,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Storm ,Tropical cyclone ,50000,EmDat:1974-0044
30,9,1963,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Storm ,Tropical cyclone ,,EmDat:1963-0025
27,6,1933,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Storm ,Tropical cyclone ,,EmDat:1933-0008
22,2,1997,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,Volcano ,Volcanic eruption ,200,EmDat:1997-0031
0,0,1988,"Tunis, Tunisia",Tunisia,Drought ,Drought ,,EmDat:1988-9006
0,0,1977,"Tunis, Tunisia",Tunisia,Drought ,Drought ,31400,EmDat:1977-9024
20,2,1957,"Tunis, Tunisia",Tunisia,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1957-0015
22,9,2009,"Tunis, Tunisia",Tunisia,Flood ,Flash Flood ,8,EmDat:2009-0412
0,4,2007,"Tunis, Tunisia",Tunisia,Flood ,General flood ,1500,EmDat:2007-0664
13,10,2007,"Tunis, Tunisia",Tunisia,Flood ,Flash flood ,5000,EmDat:2007-0501
16,9,2003,"Tunis, Tunisia",Tunisia,Flood ,General flood ,,EmDat:2003-0469
14,1,2003,"Tunis, Tunisia",Tunisia,Flood ,General flood ,27000,EmDat:2003-0027
20,1,1990,"Tunis, Tunisia",Tunisia,Flood ,General flood ,152000,EmDat:1990-0002
30,9,1986,"Tunis, Tunisia",Tunisia,Flood ,Flash flood ,2500,EmDat:1986-0118
28,10,1982,"Tunis, Tunisia",Tunisia,Flood ,  ,30000,EmDat:1982-0114
6,3,1979,"Tunis, Tunisia",Tunisia,Flood ,  ,750,EmDat:1979-0122
0,12,1973,"Tunis, Tunisia",Tunisia,Flood ,  ,3240,EmDat:1973-0050
21,3,1973,"Tunis, Tunisia",Tunisia,Flood ,  ,41000,EmDat:1973-0018
24,9,1969,"Tunis, Tunisia",Tunisia,Flood ,  ,271269,EmDat:1969-0094
31,12,1964,"Tunis, Tunisia",Tunisia,Flood ,  ,16000,EmDat:1964-0070
30,10,1964,"Tunis, Tunisia",Tunisia,Flood ,  ,5000,EmDat:1964-0062
0,11,1962,"Tunis, Tunisia",Tunisia,Flood ,  ,,EmDat:1962-0040
7,7,1978,"Tunis, Tunisia",Tunisia,Industrial Accident ,Explosion ,147,EmDat:1978-0091
0,7,1988,"Tunis, Tunisia",Tunisia,Insect infestation ,Locust ,,EmDat:1988-0284
15,3,1988,"Tunis, Tunisia",Tunisia,Insect infestation ,Locust ,,EmDat:1988-0124
0,0,1988,"Tunis, Tunisia",Tunisia,Miscellaneous accident ,Fire ,127,EmDat:1988-0600
31,5,2011,"Tunis, Tunisia",Tunisia,Transport accident ,Water ,600,EmDat:2011-0194
31,3,2011,"Tunis, Tunisia",Tunisia,Transport accident ,Water ,,EmDat:2011-0126
20,3,2009,"Tunis, Tunisia",Tunisia,Transport accident ,Water ,,EmDat:2009-0134
18,1,2009,"Tunis, Tunisia",Tunisia,Transport accident ,Water ,9,EmDat:2009-0050
19,4,2008,"Tunis, Tunisia",Tunisia,Transport accident ,Water ,,EmDat:2008-0174
25,7,2006,"Tunis, Tunisia",Tunisia,Transport Accident ,Water ,,EmDat:2006-0386
2,10,2004,"Tunis, Tunisia",Tunisia,Transport Accident ,Water ,11,EmDat:2004-0498
4,6,2004,"Tunis, Tunisia",Tunisia,Transport Accident ,Water ,1,EmDat:2004-0240
23,5,2004,"Tunis, Tunisia",Tunisia,Transport Accident ,Road ,31,EmDat:2004-0225
20,10,2003,"Tunis, Tunisia",Tunisia,Transport Accident ,Water ,2,EmDat:2003-0516
20,6,2003,"Tunis, Tunisia",Tunisia,Transport Accident ,Water ,41,EmDat:2003-0297
7,5,2002,"Tunis, Tunisia",Tunisia,Transport Accident ,Air ,48,EmDat:2002-0269
30,4,2002,"Tunis, Tunisia",Tunisia,Transport Accident ,Air ,,EmDat:2002-0250
25,5,2000,"Tunis, Tunisia",Tunisia,Transport Accident ,Road ,,EmDat:2000-0282
21,8,1994,"Tunis, Tunisia",Tunisia,Transport Accident ,Rail ,89,EmDat:1994-0199
7,8,1990,"Tunis, Tunisia",Tunisia,Transport Accident ,Rail ,,EmDat:1990-0538
9,11,2011,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,105,EmDat:2011-0467
23,10,2011,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,32938,EmDat:2011-0397
19,5,2011,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,10121,EmDat:2011-0170
8,3,2010,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,3600,EmDat:2010-0093
6,6,2005,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,354,EmDat:2005-0329
14,3,2005,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,2268,EmDat:2005-0126
24,1,2005,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,422,EmDat:2005-0070
2,7,2004,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,356,EmDat:2004-0308
28,3,2004,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,32530,EmDat:2004-0132
25,3,2004,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,4030,EmDat:2004-0127
10,4,2003,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,170,EmDat:2003-0783
26,7,2003,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,240,EmDat:2003-0648
1,5,2003,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,290520,EmDat:2003-0197
27,1,2003,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,2,EmDat:2003-0050
3,2,2002,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,252327,EmDat:2002-0065
10,7,2001,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,131,EmDat:2001-0748
25,6,2001,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,480,EmDat:2001-0358
6,6,2000,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,23080,EmDat:2000-0291
8,5,2000,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,1000,EmDat:2000-0272
12,11,1999,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,224948,EmDat:1999-0449
11,11,1999,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,200,EmDat:1999-0445
31,8,1999,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,166,EmDat:1999-0386
5,10,1999,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,103,EmDat:1999-0376
13,9,1999,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,422,EmDat:1999-0314
17,8,1999,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,1358953,EmDat:1999-0268
14,12,1998,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,690,EmDat:1998-0588
4,7,1998,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,1016,EmDat:1998-0207
28,6,1998,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,1589600,EmDat:1998-0201
14,8,1996,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,26006,EmDat:1996-0461
1,10,1995,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,160240,EmDat:1995-0233
13,3,1992,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,348850,EmDat:1992-0022
11,10,1986,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,1003,EmDat:1986-0183
5,5,1986,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,20100,EmDat:1986-0058
12,8,1985,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,165,EmDat:1985-0276
7,11,1985,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,579,EmDat:1985-0194
18,10,1984,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,375035,EmDat:1984-0413
18,9,1984,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,375038,EmDat:1984-0086
30,10,1983,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,834137,EmDat:1983-0136
15,2,1978,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,2645,EmDat:1978-0263
26,3,1977,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1977-0052
24,11,1976,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,216000,EmDat:1976-0075
19,8,1976,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,28,EmDat:1976-0056
25,3,1976,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,6,EmDat:1976-0029
6,9,1975,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,53372,EmDat:1975-0053
22,5,1971,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,88665,EmDat:1971-0034
2,5,1971,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1971-0030
28,3,1970,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,83448,EmDat:1970-0019
28,3,1969,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,350,EmDat:1969-0059
3,9,1968,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1968-0071
22,7,1967,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,326073,EmDat:1967-0047
19,8,1966,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,109500,EmDat:1966-0062
3,7,1966,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1966-0058
6,10,1964,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,13100,EmDat:1964-0059
0,0,1962,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,267,EmDat:1962-0001
26,5,1957,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,119,EmDat:1957-0016
28,4,1957,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,100,EmDat:1957-0004
18,3,1953,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,50000,EmDat:1953-0010
3,1,1952,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,250,EmDat:1952-0014
22,10,1952,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1952-0009
13,8,1951,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,150,EmDat:1951-0015
17,8,1949,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,355,EmDat:1949-0019
0,0,1948,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1948-0028
31,5,1946,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1946-0012
6,10,1944,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1944-0010
1,2,1944,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1944-0003
26,11,1943,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,5000,EmDat:1943-0014
26,11,1942,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1942-0025
20,12,1942,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1942-0011
20,2,1940,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1940-0007
22,9,1939,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,68,EmDat:1939-0023
26,12,1939,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1939-0010
21,11,1939,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1939-0008
19,4,1938,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,800,EmDat:1938-0002
30,3,1928,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,209,EmDat:1928-0005
9,8,1912,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,1575,EmDat:1912-0006
29,4,1903,"Ankara/Ankara Province, Turkey",Turkey,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1903-0007
1,1,2006,"Ankara/Ankara Province, Turkey",Turkey,Epidemic ,Viral Infectious Diseases ,222,EmDat:2006-0428
0,0,2006,"Ankara/Ankara Province, Turkey",Turkey,Epidemic ,Viral Infectious Diseases ,8,EmDat:2004-0515
0,8,1987,"Ankara/Ankara Province, Turkey",Turkey,Epidemic ,Bacterial Infectious Diseases ,150,EmDat:1987-0140
1,1,1978,"Ankara/Ankara Province, Turkey",Turkey,Epidemic ,Parasitic Infectious Diseases ,,EmDat:1978-0018
0,8,1977,"Ankara/Ankara Province, Turkey",Turkey,Epidemic ,Parasitic Infectious Diseases ,100000,EmDat:1977-0099
0,4,1968,"Ankara/Ankara Province, Turkey",Turkey,Epidemic ,Viral Infectious Diseases ,1975,EmDat:1968-0039
0,2,1965,"Ankara/Ankara Province, Turkey",Turkey,Epidemic ,Viral Infectious Diseases ,100000,EmDat:1965-0008
0,2,1964,"Ankara/Ankara Province, Turkey",Turkey,Epidemic ,Viral Infectious Diseases ,2500,EmDat:1964-0015
0,6,2007,"Ankara/Ankara Province, Turkey",Turkey,Extreme temperature ,Heat wave ,,EmDat:2007-0235
0,12,2005,"Ankara/Ankara Province, Turkey",Turkey,Extreme temperature ,Extreme winter conditions ,150,EmDat:2005-0713
9,1,2004,"Ankara/Ankara Province, Turkey",Turkey,Extreme temperature ,Cold wave ,,EmDat:2004-0010
17,12,2001,"Ankara/Ankara Province, Turkey",Turkey,Extreme temperature ,Cold wave ,,EmDat:2001-0689
0,6,2000,"Ankara/Ankara Province, Turkey",Turkey,Extreme temperature ,Heat wave ,300,EmDat:2000-0381
14,2,1994,"Ankara/Ankara Province, Turkey",Turkey,Extreme temperature ,Extreme winter conditions ,8000,EmDat:1994-0027
0,3,1987,"Ankara/Ankara Province, Turkey",Turkey,Extreme temperature ,Cold wave ,,EmDat:1987-0382
4,7,2012,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General Flood ,,EmDat:2012-0194
8,10,2011,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General Flood ,3,EmDat:2011-0377
7,9,2009,"Ankara/Ankara Province, Turkey",Turkey,Flood ,Flash Flood ,35020,EmDat:2009-0355
10,7,2009,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General Flood ,111,EmDat:2009-0262
16,11,2007,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,2250,EmDat:2007-0554
3,8,2007,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,186,EmDat:2007-0330
27,5,2007,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,750,EmDat:2007-0168
27,10,2006,"Ankara/Ankara Province, Turkey",Turkey,Flood ,Flash flood ,63015,EmDat:2006-0619
1,7,2006,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,,EmDat:2006-0334
2,8,2005,"Ankara/Ankara Province, Turkey",Turkey,Flood ,Flash flood ,,EmDat:2005-0415
4,7,2005,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,3000,EmDat:2005-0340
16,8,2004,"Ankara/Ankara Province, Turkey",Turkey,Flood ,Flash flood ,100,EmDat:2004-0424
14,5,2004,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,,EmDat:2004-0209
5,3,2004,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,50000,EmDat:2004-0102
24,12,2003,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,,EmDat:2003-0627
23,7,2002,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,3000,EmDat:2002-0450
2,12,2001,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,570,EmDat:2001-0665
7,5,2001,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,1500,EmDat:2001-0309
8,3,2001,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,450,EmDat:2001-0188
27,5,2000,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,1000,EmDat:2000-0281
10,8,1998,"Ankara/Ankara Province, Turkey",Turkey,Flood ,Flash flood ,1000,EmDat:1998-0255
12,6,1998,"Ankara/Ankara Province, Turkey",Turkey,Flood ,Flash flood ,,EmDat:1998-0189
20,5,1998,"Ankara/Ankara Province, Turkey",Turkey,Flood ,Flash flood ,1240047,EmDat:1998-0167
4,11,1995,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,306617,EmDat:1995-0273
2,5,1995,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,201,EmDat:1995-0072
16,5,1991,"Ankara/Ankara Province, Turkey",Turkey,Flood ,Flash flood ,500,EmDat:1991-0714
18,2,1990,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,,EmDat:1990-0634
18,6,1990,"Ankara/Ankara Province, Turkey",Turkey,Flood ,General flood ,4500,EmDat:1990-0023
13,6,1988,"Ankara/Ankara Province, Turkey",Turkey,Flood ,Flash flood ,1500,EmDat:1988-0684
0,5,1984,"Ankara/Ankara Province, Turkey",Turkey,Flood ,Flash flood ,200,EmDat:1984-0284
17,12,1981,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,,EmDat:1981-0270
0,3,1980,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,60000,EmDat:1980-0034
19,11,1974,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,,EmDat:1974-0057
28,12,1968,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,,EmDat:1968-0134
10,3,1964,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,3000,EmDat:1964-0018
0,9,1957,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,,EmDat:1957-0036
0,8,1956,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,,EmDat:1956-0042
0,6,1948,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,,EmDat:1948-0021
0,2,1948,"Ankara/Ankara Province, Turkey",Turkey,Flood ,  ,,EmDat:1948-0017
24,2,2012,"Ankara/Ankara Province, Turkey",Turkey,Industrial Accident ,Other ,,EmDat:2012-0618
3,2,2011,"Ankara/Ankara Province, Turkey",Turkey,Industrial Accident ,Explosion ,20,EmDat:2011-0050
17,5,2010,"Ankara/Ankara Province, Turkey",Turkey,Industrial Accident ,Explosion ,,EmDat:2010-0192
23,2,2010,"Ankara/Ankara Province, Turkey",Turkey,Industrial Accident ,Explosion ,18,EmDat:2010-0074
10,12,2009,"Ankara/Ankara Province, Turkey",Turkey,Industrial Accident ,Explosion ,,EmDat:2009-0548
31,1,2008,"Ankara/Ankara Province, Turkey",Turkey,Industrial Accident ,Explosion ,120,EmDat:2008-0044
1,6,2006,"Ankara/Ankara Province, Turkey",Turkey,Industrial Accident ,Explosion ,,EmDat:2006-0292
