gglCountryAscii,gglAddressAscii,gglLat,gglLong
Montana,Rosebud County,46.3904836,-106.59443130000001
Montana,Teton County,47.90199459999999,-112.2717561
Idaho,Bannock County,42.5836362,-112.1430215
Idaho,Ada County,43.478767,-116.2420304
Montana,Powder River County,45.2968361,-105.5346556
Idaho,Jerome County,42.712818,-114.32878570000001
Idaho,Power County,42.7528492,-112.76845209999999
Idaho,Lemhi County,45.0364592,-113.9230554
Montana,Fergus County,47.2126745,-109.4141
Montana,Pondera County,48.2321517,-112.28863170000001
Montana,Petroleum County,47.1565346,-108.3203282
Montana,Granite County,46.3374643,-113.46478229999998
Arizona,La Paz County,34.0061091,-113.9536466
Wyoming,Weston County,43.9270224,-104.4723301
Montana,McCone County,47.4500913,-105.88107340000002
Montana,Wibaux County,46.7836649,-104.3183897
Arkansas,Arkansas County,34.235413799999996,-91.2891036
Oklahoma,Muskogee County,35.7111198,-95.3102505
Minnesota,Carlton County,46.56192470000001,-92.68472259999999
Minnesota,Mille Lacs County,45.9228403,-93.62187440000001
Minnesota,Pine County,46.098308700000004,-92.8070708
Minnesota,Kanabec County,45.9329034,-93.2883531
Nebraska,Box Butte County,42.19114709999999,-103.0817903
Nebraska,Cherry County,42.474114,-101.16173559999999
Nebraska,Keith County,41.18158629999999,-101.5248055
Nebraska,Hooker County,41.9368476,-101.07117579999999
Nebraska,Garden County,41.7369721,-102.25479190000001
Nebraska,Morrill County,41.65524179999999,-102.989615
Nebraska,Keya Paha County,42.8461857,-99.634135
Oklahoma,Cimarron County,36.7936335,-102.62162109999998
New York,Bronx County,40.844781899999994,-73.86482679999997
New York,Chautauqua County,42.2312829,-79.560344
New York,Oswego County,43.482533000000004,-76.17837390000003
New York,Seneca County,42.7651891,-76.8720961
New York,Queens County,40.7282239,-73.7948516
Mississippi,Hinds County,32.2648353,-90.3748354
Kansas,Barber County,37.22997879999999,-98.7481167
Kansas,Pratt County,37.5691719,-98.7481167
Kansas,Kingman County,37.6071593,-98.22129790000001
Oregon,Curry County,42.54405029999999,-124.2781762
Missouri,Dunklin County,36.2364268,-90.055447
Michigan,Baraga County,46.7352761,-88.3010401
Illinois,Bond County,38.902985,-89.4742177
Illinois,Macoupin County,39.2375268,-89.9253233
Illinois,McDonough County,40.3885122,-90.6773046
Illinois,Coles County,39.5560011,-88.24611829999998
Colorado,Archuleta County,37.1604318,-107.0067031
Colorado,Arapahoe County,39.620309999999996,-104.33264399999999
Colorado,Conejos County,37.2689711,-106.25221429999999
Colorado,Denver County,39.739235799999996,-104.990251
Colorado,Alamosa County,37.654039000000004,-105.87600400000001
Colorado,Chaffee County,38.7536679,-106.25221429999999
Colorado,Boulder County,40.1512114,-105.5005483
Colorado,Costilla County,37.2049596,-105.5005483
Colorado,Gilpin County,39.877015899999996,-105.45367179999998
Colorado,Eagle County,39.576406,-106.7234639
Colorado,Grand County,40.0727382,-106.0640179
Colorado,Dolores County,37.75302720000001,-108.5225709
Colorado,Huerfano County,37.6125984,-104.9388853
Colorado,La Plata County,37.21258570000001,-107.763621
Colorado,Gunnison County,38.6437083,-107.0067031
Colorado,Rio Grande County,37.574950799999996,-106.4405872
Colorado,Ouray County,38.2016133,-107.763621
Colorado,Routt County,40.477162299999996,-107.10119309999999
Colorado,Saguache County,38.001962299999995,-106.3463791
Colorado,Hinsdale County,37.9316309,-107.3848831
Colorado,Pitkin County,39.159101,-106.81783770000001
Colorado,Mesa County,38.9585381,-108.6175626
Colorado,Moffat County,40.61383789999999,-108.2377519
Colorado,Montezuma County,37.32575170000001,-108.6175626
Colorado,Kit Carson County,39.3844507,-102.5298028
Colorado,Teller County,38.86115789999999,-105.17268159999999
Colorado,Rio Blanco County,39.9814297,-108.2377519
Colorado,Montrose County,38.468303999999996,-108.1428669
Wisconsin,Langlade County,45.220083,-89.01021329999998
Wisconsin,Marinette County,45.3581961,-88.06496059999998
Louisiana,Vernon Parish,31.132000899999998,-93.1779659
North Carolina,Catawba County,35.6840748,-81.2518833
North Carolina,Gaston County,35.28956510000001,-81.20781640000001
North Carolina,Davie County,35.9367033,-80.5882803
North Carolina,Iredell County,35.8310501,-80.89865019999998
Ohio,Huron County,41.1266687,-82.6483442
Ohio,Darke County,40.1056572,-84.68974949999998
Ohio,Preble County,39.7778251,-84.68974949999998
South Carolina,Greenville County,34.9297484,-82.34518899999998
Florida,Miami-Dade County,25.690208,-80.478539
Nebraska,Dixon County,42.4257719,-96.8350999
Maryland,Wicomico County,38.3941813,-75.66735600000001
Oregon,Harney County,43.1423225,-119.0116305
Oregon,Malheur County,43.21716,-117.5791892
Illinois,Kankakee County,41.1790977,-87.77633329999998
Nebraska,Antelope County,42.1902446,-98.0465185
Michigan,Arenac County,43.9973355,-83.67739279999998
Michigan,Ingham County,42.6468943,-84.35420490000001
Michigan,Mecosta County,43.6201025,-85.35496499999998
Michigan,Eaton County,42.588649600000004,-84.7733325
Michigan,Gladwin County,44.0327885,-84.35420490000001
New Jersey,Burlington County,39.8558488,-74.6868815
Michigan,Washtenaw County,42.307649299999994,-83.8473015
Kansas,Wallace County,38.9697127,-101.7979613
Ohio,Defiance County,41.349172499999995,-84.4802606
Ohio,Ashtabula County,41.9396982,-80.7214417
Ohio,Wyandot County,40.847149200000004,-83.33618799999998
Arizona,Mohave County,35.2143346,-113.7632828
Utah,Wasatch County,40.362941799999994,-110.99835149999998
Utah,Box Elder County,41.538008700000006,-113.19180209999999
Utah,Uintah County,40.106949900000004,-109.3783206
Utah,Tooele County,40.507092,-113.0011989
Utah,Duchesne County,40.217244799999996,-110.5215459
Massachusetts,Berkshire County,42.311782,-73.1821623
Kansas,Gove County,38.927127899999995,-100.5296115
Kansas,Rawlins County,39.8600904,-101.07117579999999
Kansas,Norton County,39.7959566,-99.9912254
Nebraska,Loup County,41.9251335,-99.45615500000001
Nevada,Elko County,41.2220182,-115.28375849999999
New Mexico,Valencia County,34.6743674,-106.6291304
Kansas,Finney County,38.0625252,-100.8903099
Kansas,Kearny County,38.0281402,-101.25237920000001
Nebraska,Arthur County,41.5680276,-101.61577729999999
Michigan,Manistee County,44.2444704,-86.32422249999998
Michigan,Allegan County,42.59350300000001,-85.942936
Michigan,Missaukee County,44.366621,-85.02334599999998
Michigan,Wexford County,44.387157,-85.52002399999998
Illinois,Peoria County,40.7156396,-89.77553379999998
Montana,Daniels County,48.774413700000004,-105.7248763
Wyoming,Natrona County,42.8313837,-106.912251
Utah,Utah County,40.096628700000004,-111.57067859999998
Wyoming,Converse County,43.048942499999995,-105.40680790000002
Utah,Daggett County,40.9053845,-109.52110630000001
Utah,Weber County,41.2602635,-111.95224909999999
Nevada,Eureka County,39.51267410000001,-115.9637979
Utah,Juab County,39.7108104,-112.7152125
Utah,Millard County,39.0611744,-113.19180209999999
Utah,Sanpete County,39.309008500000004,-111.57067859999998
Georgia,Chattahoochee County,32.295227399999995,-84.8150781
Georgia,Glascock County,33.2422994,-82.6267345
North Carolina,Yadkin County,36.2023597,-80.6770787
Utah,Rich County,41.56297070000001,-111.18911509999998
Utah,Piute County,38.3997408,-112.1430215
Utah,Cache County,41.7560026,-111.76146609999998
Utah,Emery County,39.0738385,-110.7122465
Colorado,Broomfield County,39.9205411,-105.0866504
Michigan,Alger County,46.39530900000001,-86.648667
Michigan,Alpena County,45.060944,-83.584491
Michigan,Antrim County,44.973044099999996,-85.1769095
Michigan,Alcona County,44.672794399999994,-83.60223979999998
Michigan,Branch County,41.8913835,-85.02334599999998
Michigan,Isabella County,43.598799,-84.8567932
Michigan,Keweenaw County,47.99528,-89.63223599999998
Michigan,Kalamazoo County,42.2278346,-85.52002399999998
Michigan,Roscommon County,44.3516109,-84.68974949999998
Michigan,Grand Traverse County,44.687984,-85.52002399999998
Michigan,Kalkaska County,44.66744449999999,-85.02334599999998
Michigan,Ogemaw County,44.327074100000004,-84.1857115
Michigan,Lenawee County,41.8433859,-84.01674229999998
Michigan,Presque Isle County,45.377637,-83.79946
Michigan,Clare County,44.0565054,-84.8567932
Michigan,Oscoda County,44.6278903,-84.1857115
Michigan,Hillsdale County,41.8685961,-84.5222189
Michigan,Leelanau County,44.86790300000001,-85.853946
Michigan,Luce County,46.582751200000004,-85.513329
Michigan,Benzie County,44.678277,-86.2970998
Michigan,Iosco County,44.3340462,-83.63862259999998
Michigan,Montmorency County,45.07427939999999,-84.1403141
Indiana,LaGrange County,41.62887020000001,-85.39627689999998
Nevada,Nye County,38.58071109999999,-116.0413889
Idaho,Cassia County,42.358036,-113.5728501
Nevada,Pershing County,40.568595200000004,-118.4863963
Nevada,Esmeralda County,37.7866167,-117.3616476
Idaho,Canyon County,43.67795810000001,-116.6865435
Idaho,Caribou County,42.75386839999999,-111.66607250000001
Nevada,Lander County,40.0510104,-116.9852422
Idaho,Bear Lake County,42.228221999999995,-111.28450249999999
Nevada,White Pine County,39.5564495,-114.52426399999999
Idaho,Minidoka County,42.8409971,-113.58081259999999
Idaho,Gooding County,42.918055700000004,-114.74943459999999
Idaho,Twin Falls County,42.335252000000004,-114.6758916
Wisconsin,Door County,44.834130200000004,-87.3770488
Wisconsin,Oconto County,44.83329910000001,-88.0118473
Wyoming,Sweetwater County,41.8519395,-109.18800470000001
Wyoming,Uinta County,41.21073970000001,-110.61689209999999
Wyoming,Washakie County,43.83478289999999,-107.70376259999999
